dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,opt_C_robust,opt_K_robust,run_time,blackbox,blackbox_test_acc,gower_dist,loss
compas,0,42,0,3,0,"[64, 1, 0, 13, 1, 0, 1, 0, 1, 1]",1,0,"[64.0, 1.0, 0.0, 12.977807979715704, 0.7157019520218846, 0.0, 1.0, 0.0, 0.0, 720.3793824530527]",0,True,True,16,14.495,nn,0.785,0.15999416539537023,0.27999708269768514
compas,0,42,0,3,1,"[64, 1, 0, 13, 1, 0, 1, 0, 1, 1]",1,0,"[64.0, 1.0, 0.0, 13.009577983669617, 0.6067503052131471, 0.0, 1.0, 0.0, 0.0, 5.772281520558753]",0,True,True,16,15.046,nn,0.785,0.10044003891828175,0.2502200194591409
compas,0,42,0,3,2,"[64, 1, 0, 13, 1, 0, 1, 0, 1, 1]",1,0,"[64.0, 1.0, 0.0, 13.008761988720087, 1.2008875513045787, 0.0, 1.0, 0.0, 0.0, 3.512986366995954]",0,True,True,16,13.951,nn,0.785,0.10023491814857846,0.25011745907428923
compas,0,42,0,3,3,"[64, 1, 0, 13, 1, 0, 1, 0, 1, 1]",1,0,"[64.0, 1.0, 0.0, 13.00165802615912, 2.655121411259479, 0.0, 1.0, 0.0, 0.0, 7.2822925672979935]",0,True,True,16,13.992,nn,0.785,0.10066310919103892,0.2503315545955195
compas,0,42,0,3,4,"[64, 1, 0, 13, 1, 0, 1, 0, 1, 1]",1,0,"[64.0, 1.0, 0.0, 12.991560513147613, 0.2811397708742547, 0.0, 1.0, 0.0, 0.0, 7.033565655462979]",0,True,True,16,13.999,nn,0.785,0.10057114164390145,0.25028557082195074
compas,0,42,0,9,0,"[30, 1, 2, 9, 0, 0, 1, 0, 1, 44]",1,1,"[44.50569089129593, 1.0, 2.0, 9.0, 0.0, 0.0, 1.0, 0.0, 0.0, 586.4612587006606]",0,True,True,16,14.192,nn,0.785,0.1628949718323265,0.23144748591616326
compas,0,42,0,9,1,"[30, 1, 2, 9, 0, 0, 1, 0, 1, 44]",1,1,"[36.98516658065245, 1.0, 2.0, 9.0, 0.0, 0.0, 1.0, 0.0, 0.0, 538.177495276153]",0,True,True,16,14.748,nn,0.785,0.1496999537697434,0.22484997688487174
compas,0,42,0,9,2,"[30, 1, 2, 9, 0, 0, 1, 0, 1, 44]",1,1,"[42.54337795801362, 1.0, 2.0, 9.0, 0.0, 0.0, 1.0, 0.0, 0.0, 545.7517967540722]",0,True,True,16,13.927,nn,0.785,0.15710945211732752,0.22855472605866378
compas,0,42,0,9,3,"[30, 1, 2, 9, 0, 0, 1, 0, 1, 44]",1,1,"[31.21510627154875, 1.0, 2.0, 9.0, 0.0, 0.0, 1.0, 0.0, 0.0, 620.0681972921295]",0,True,True,16,14.011,nn,0.785,0.14948752002420035,0.2247437600121002
compas,0,42,0,9,4,"[30, 1, 2, 9, 0, 0, 1, 0, 1, 44]",1,1,"[32.29374999507236, 1.0, 2.0, 9.0, 0.0, 0.0, 1.0, 0.0, 0.0, 629.0620835737959]",0,True,True,16,13.975,nn,0.785,0.15155242972270133,0.2257762148613507
