dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,run_time,blackbox_test_acc,opt_C_robust,opt_K_robust
garments,2,42,3,0,0,"[0.0, 1.0, 3.0, 5.0, 0.8, 25.9, 1920.0, 50.0, 0.0, 0.0, 0.0, 56.0]",1,1,"[0.0, 1.0, 3.0, 5.0, 0.784429, 25.9, 1920.0, 69.872, 0.0, 0.0, 0.0, 56.0]",2,False,2240.909,0.8242677824267782,False,0
garments,2,42,3,0,1,"[0.0, 1.0, 3.0, 5.0, 0.8, 25.9, 1920.0, 50.0, 0.0, 0.0, 0.0, 56.0]",1,1,"[0.0, 1.0, 3.0, 5.0, 0.8, 25.9, 1920.0, 47.384, 0.0, 0.0, 0.0, 56.0]",1,False,2248.066,0.8242677824267782,False,0
garments,2,42,3,0,2,"[0.0, 1.0, 3.0, 5.0, 0.8, 25.9, 1920.0, 50.0, 0.0, 0.0, 0.0, 56.0]",1,1,"[0.0, 1.0, 3.0, 5.0, 0.8, 29.724564, 1920.0, 52.616, 0.0, 0.0, 0.0, 56.0]",1,False,2335.327,0.8242677824267782,False,0
garments,2,42,3,1,0,"[0.0, 1.0, 3.0, 6.0, 0.8, 25.9, 6720.0, 38.0, 0.0, 0.0, 0.0, 56.0]",1,1,"[0.0, 1.0, 3.0, 6.0, 17.084, 25.9, 6720.0, 43.384, 6.166965999999999, 0.0, 0.0, 56.0]",1,False,2280.14,0.8242677824267782,False,0
garments,2,42,3,1,1,"[0.0, 1.0, 3.0, 6.0, 0.8, 25.9, 6720.0, 38.0, 0.0, 0.0, 0.0, 56.0]",1,1,"[0.0, 1.0, 3.0, 6.0, 17.084, 25.9, 6720.0, 39.384, 0.0, 0.0, 0.0, 56.0]",1,False,1654.986,0.8242677824267782,False,0
garments,2,42,3,1,2,"[0.0, 1.0, 3.0, 6.0, 0.8, 25.9, 6720.0, 38.0, 0.0, 0.0, 0.0, 56.0]",1,1,"[0.0, 1.0, 3.0, 6.0, 17.056931, 25.9, 6720.0, 46.384, 0.0, 0.0, 0.0, 56.0]",1,False,2257.031,0.8242677824267782,False,0
garments,2,42,3,3,0,"[0.0, 0.0, 1.0, 9.0, 0.7, 4.15, 960.0, 0.0, 0.0, 0.0, 0.0, 8.0]",0,1,"[0.0, 0.0, 1.0, 9.0, 0.7, 4.15, 960.0, 9.616, 0.0, 0.0, 0.0, 8.0]",0,False,2307.869,0.8242677824267782,False,0
garments,2,42,3,3,1,"[0.0, 0.0, 1.0, 9.0, 0.7, 4.15, 960.0, 0.0, 0.0, 0.0, 0.0, 8.0]",0,1,"[0.0, 0.0, 1.0, 9.0, 0.7, 4.15, 960.0, -7.384, 0.0, 0.0, 0.0, 8.0]",0,False,2262.703,0.8242677824267782,False,0
garments,2,42,3,3,2,"[0.0, 0.0, 1.0, 9.0, 0.7, 4.15, 960.0, 0.0, 0.0, 0.0, 0.0, 8.0]",0,1,"[0.0, 0.0, 1.0, 9.0, 0.7, 4.15, 960.0, 6.616, 0.0, 0.0, 0.0, 8.0]",0,False,2131.359,0.8242677824267782,False,0
garments,2,42,3,4,0,"[0.0, 0.0, 1.0, 6.0, 0.8, 3.94, 960.0, 0.0, 0.0, 0.0, 0.0, 8.0]",0,0,"[0.0, 0.0, 1.0, 6.0, 0.8, 3.94, 960.0, 1.6159999999999997, 0.0, 0.0, 0.0, 8.0]",0,False,1218.253,0.8242677824267782,False,0
garments,2,42,3,4,1,"[0.0, 0.0, 1.0, 6.0, 0.8, 3.94, 960.0, 0.0, 0.0, 0.0, 0.0, 8.0]",0,0,"[0.0, 0.0, 1.0, 6.0, 0.8, 3.94, 960.0, -4.384, 0.0, 0.0, 0.0, 8.0]",0,False,976.922,0.8242677824267782,False,0
garments,2,42,3,4,2,"[0.0, 0.0, 1.0, 6.0, 0.8, 3.94, 960.0, 0.0, 0.0, 0.0, 0.0, 8.0]",0,0,"[0.0, 0.0, 1.0, 6.0, 0.8, 3.94, 943.616, -16.384, 0.0, 0.0, 0.0, 8.0]",0,False,1332.572,0.8242677824267782,False,0
garments,2,42,3,6,0,"[0.0, 1.0, 2.0, 10.0, 0.75, 19.31, 6480.0, 45.0, 0.0, 0.0, 0.0, 54.0]",1,1,"[0.0, 1.0, 2.0, 10.0, 0.75, 19.31, 6480.0, 39.384, 0.0, 0.0, 0.0, 54.0]",1,False,2047.589,0.8242677824267782,False,0
garments,2,42,3,6,1,"[0.0, 1.0, 2.0, 10.0, 0.75, 19.31, 6480.0, 45.0, 0.0, 0.0, 0.0, 54.0]",1,1,"[0.0, 1.0, 2.0, 10.0, 17.040381, 19.31, 6480.0, 39.384, 0.0, 0.0, 0.0, 54.0]",1,False,2129.104,0.8242677824267782,False,0
garments,2,42,3,6,2,"[0.0, 1.0, 2.0, 10.0, 0.75, 19.31, 6480.0, 45.0, 0.0, 0.0, 0.0, 54.0]",1,1,"[0.0, 1.0, 2.0, 10.0, 0.75, 19.31, 6480.0, 43.384, 0.0, 0.0, 0.0, 54.0]",1,False,2123.384,0.8242677824267782,False,0
