dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,run_time,blackbox_test_acc,opt_C_robust,opt_K_robust
compas,0,42,2,3,0,"[27, 1, 0, 8, 1, 0, 1, 1, 1, 17]",1,0,"[27, 1, 0, 23, 1, 0, 1, 1, 1, 17]",1,False,2378.575,0.7825,False,0
compas,0,42,2,3,1,"[27, 1, 0, 8, 1, 0, 1, 1, 1, 17]",1,0,"[27, 1, 0, 22, 1, 0, 1, 1, 1, 17]",1,False,1731.048,0.7825,False,0
compas,0,42,2,3,2,"[27, 1, 0, 8, 1, 0, 1, 1, 1, 17]",1,0,"[27, 1, 0, 8, 1, 0, 1, 1, 1, 17]",1,False,1730.169,0.7825,False,0
compas,0,42,2,5,0,"[21, 0, 0, 2, 1, 0, 0, 0, 0, 79]",1,1,"[21, 0, 0, 2, 1, 0, 0, 0, 0, 79]",1,False,1735.976,0.7825,False,0
compas,0,42,2,5,1,"[21, 0, 0, 2, 1, 0, 0, 0, 0, 79]",1,1,"[21, 0, 0, 0, 1, 0, 0, 0, 0, 62]",0,False,2276.358,0.7825,False,0
compas,0,42,2,5,2,"[21, 0, 0, 2, 1, 0, 0, 0, 0, 79]",1,1,"[21, 0, 0, 2, 1, 0, 0, 0, 0, 79]",1,False,2224.384,0.7825,False,0
compas,0,42,2,8,0,"[22, 1, 0, 2, 70, 0, 1, 0, 1, 124]",1,1,"[5, 1, 0, 17, 70, 0, 1, 0, 1, 84]",1,False,2241.917,0.7825,False,0
compas,0,42,2,8,1,"[22, 1, 0, 2, 70, 0, 1, 0, 1, 124]",1,1,"[22, 1, 0, -11, 70, 0, 1, 0, 1, 124]",1,False,2256.695,0.7825,False,0
compas,0,42,2,8,2,"[22, 1, 0, 2, 70, 0, 1, 0, 1, 124]",1,1,"[5, 1, 0, 2, 70, 0, 1, 0, 1, 52]",1,False,2216.801,0.7825,False,0
compas,0,42,2,15,0,"[30, 1, 0, 8, 1, 1, 1, 1, 1, 1]",1,1,"[30, 1, 0, 8, 1, 1, 1, 1, 1, 1]",1,False,1570.743,0.7825,False,0
compas,0,42,2,15,1,"[30, 1, 0, 8, 1, 1, 1, 1, 1, 1]",1,1,"[13, 1, 0, 8, 1, 1, 1, 1, 1, 1]",1,False,1038.666,0.7825,False,0
compas,0,42,2,15,2,"[30, 1, 0, 8, 1, 1, 1, 1, 1, 1]",1,1,"[30, 1, 0, 7, 10, 1, 1, 1, 1, 1]",0,False,2237.26,0.7825,False,0
compas,0,42,2,19,0,"[36, 1, 0, 9, 0, 0, 1, 0, 1, 3]",1,1,"[36, 1, 0, 9, 0, 0, 1, 0, 1, 3]",1,False,2203.152,0.7825,False,0
compas,0,42,2,19,1,"[36, 1, 0, 9, 0, 0, 1, 0, 1, 3]",1,1,"[37, 1, 0, 7, 0, 0, 1, 0, 1, 2]",0,False,2192.561,0.7825,False,0
compas,0,42,2,19,2,"[36, 1, 0, 9, 0, 0, 1, 0, 1, 3]",1,1,"[36, 1, 0, 9, 0, 0, 1, 0, 1, 3]",1,False,2223.182,0.7825,False,0
