dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,run_time,blackbox_test_acc,opt_C_robust,opt_K_robust,blackbox,gower_dist,loss
compas,0,42,3,3,0,"[34, 1, 0, 21, 0, 0, 1, 0, 1, 33]",1,1,"[34, 1, 0, 24, 0, 0, 1, 0, 1, 31]",1,False,2272.409,0.7725,False,0,rf,0.0031666666666666666,1.1015833333333334
compas,0,42,3,3,1,"[34, 1, 0, 21, 0, 0, 1, 0, 1, 33]",1,1,"[34, 1, 0, 27, 4, 0, 1, 0, 1, 31]",1,False,2192.575,0.7725,False,0,rf,0.006499999999999999,1.15325
compas,0,42,3,3,2,"[34, 1, 0, 21, 0, 0, 1, 0, 1, 33]",1,1,"[34, 1, 0, 27, 3, 0, 1, 0, 1, 17]",1,False,1691.314,0.7725,False,0,rf,0.007583333333333334,1.1537916666666668
compas,0,42,3,6,0,"[35, 1, 0, 13, 1, 0, 1, 1, 1, 0]",1,1,"[35, 1, 0, 26, 1, 0, 1, 1, 1, 14]",1,False,2221.89,0.7725,False,0,rf,0.014166666666666668,1.1070833333333334
compas,0,42,3,6,1,"[35, 1, 0, 13, 1, 0, 1, 1, 1, 0]",1,1,"[35, 1, 0, 28, 1, 0, 1, 1, 1, 0]",1,False,2007.681,0.7725,False,0,rf,0.015,1.0575
compas,0,42,3,6,2,"[35, 1, 0, 13, 1, 0, 1, 1, 1, 0]",1,1,"[35, 1, 0, 28, 7, 0, 1, 1, 1, 1]",1,False,2125.743,0.7725,False,0,rf,0.015583333333333333,1.1577916666666668
compas,0,42,3,7,0,"[34, 1, 0, 4, 59, 1, 1, 0, 1, 51]",1,0,"[34, 1, 0, -10, 59, 1, 1, 0, 1, 51]",1,False,2149.615,0.7725,False,0,rf,0.014000000000000002,1.057
compas,0,42,3,7,1,"[34, 1, 0, 4, 59, 1, 1, 0, 1, 51]",1,0,"[34, 1, 0, 4, 59, 1, 1, 0, 1, 51]",1,False,1128.545,0.7725,False,0,rf,0.0,1.0
compas,0,42,3,7,2,"[34, 1, 0, 4, 59, 1, 1, 0, 1, 51]",1,0,"[34, 1, 0, 4, 59, 1, 1, 0, 1, 51]",1,False,1487.725,0.7725,False,0,rf,0.0,1.0
compas,0,42,3,10,0,"[63, 1, 0, 10, 38, 1, 1, 0, 1, 35]",1,1,"[63, 1, 0, 9, 38, 1, 1, 0, 1, 12]",0,False,1379.272,0.7725,False,0,rf,0.002916666666666667,0.10145833333333334
compas,0,42,3,10,1,"[63, 1, 0, 10, 38, 1, 1, 0, 1, 35]",1,1,"[64, 1, 0, 10, 38, 1, 1, 0, 1, 43]",1,False,1682.484,0.7725,False,0,rf,0.0018861788617886182,1.1009430894308943
compas,0,42,3,10,2,"[63, 1, 0, 10, 38, 1, 1, 0, 1, 35]",1,1,"[63, 1, 0, 25, 22, 1, 1, 0, 1, 47]",1,False,1899.379,0.7725,False,0,rf,0.017333333333333336,1.1586666666666667
compas,0,42,3,11,0,"[29, 1, 0, 4, 1, 0, 1, 0, 1, 18]",1,1,"[29, 1, 0, 4, 1, 0, 1, 0, 1, 18]",1,False,2225.558,0.7725,False,0,rf,0.0,1.0
compas,0,42,3,11,1,"[29, 1, 0, 4, 1, 0, 1, 0, 1, 18]",1,1,"[29, 1, 0, 1, 1, 0, 1, 0, 1, 18]",0,False,2228.151,0.7725,False,0,rf,0.003,0.051500000000000004
compas,0,42,3,11,2,"[29, 1, 0, 4, 1, 0, 1, 0, 1, 18]",1,1,"[29, 1, 0, 4, 1, 0, 1, 0, 1, 18]",1,False,2239.681,0.7725,False,0,rf,0.0,1.0
