dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,run_time,blackbox_test_acc,opt_C_robust,opt_K_robust
credit,1,42,0,1,0,"[2, 36, 2, 5, 2384, 1, 2, 4, 2, 0, 1, 4, 33, 2, 1, 1, 2, 2, 0, 1]",0,0,"[2, 29, 2, 5, 763, 1, 2, 2, 2, 0, 1, 4, 33, 2, 1, 1, 2, 2, 0, 1]",1,False,1457.701,0.71,False,0
credit,1,42,0,1,1,"[2, 36, 2, 5, 2384, 1, 2, 4, 2, 0, 1, 4, 33, 2, 1, 1, 2, 2, 0, 1]",0,0,"[2, 30, 2, 5, 2384, 1, 2, 4, 2, 0, 1, 4, 33, 2, 1, 1, 2, 2, 0, 1]",1,False,2024.011,0.71,False,0
credit,1,42,0,1,2,"[2, 36, 2, 5, 2384, 1, 2, 4, 2, 0, 1, 4, 33, 2, 1, 1, 2, 2, 0, 1]",0,0,"[2, 51, 2, 5, 2384, 1, 2, 4, 2, 0, 1, 4, 33, 2, 1, 1, 2, 2, 0, 1]",0,False,2028.285,0.71,False,0
credit,1,42,0,23,0,"[2, 30, 0, 8, 4221, 1, 3, 2, 1, 0, 1, 3, 28, 2, 2, 2, 3, 2, 0, 1]",0,1,"[2, 30, 0, 8, 4221, 1, 3, 2, 1, 0, 1, 3, 13, 2, 2, 2, 3, 2, 0, 1]",0,False,1935.784,0.71,False,0
credit,1,42,0,23,1,"[2, 30, 0, 8, 4221, 1, 3, 2, 1, 0, 1, 3, 28, 2, 2, 2, 3, 2, 0, 1]",0,1,"[2, 35, 0, 8, 4221, 1, 3, 2, 1, 0, 1, 3, 28, 2, 2, 2, 3, 2, 0, 1]",0,False,1919.502,0.71,False,0
credit,1,42,0,23,2,"[2, 30, 0, 8, 4221, 1, 3, 2, 1, 0, 1, 3, 28, 2, 2, 2, 3, 2, 0, 1]",0,1,"[2, 30, 0, 8, 3780, 1, 3, 2, 1, 0, 1, 3, 28, 2, 2, 2, 3, 2, 0, 1]",1,False,1672.861,0.71,False,0
credit,1,42,0,36,0,"[1, 24, 1, 0, 2325, 2, 4, 2, 2, 0, 3, 3, 32, 0, 2, 1, 3, 2, 0, 1]",0,1,"[1, 24, 1, 0, 2325, 2, 4, 2, 2, 0, 3, 3, 32, 0, 2, 1, 3, 2, 0, 1]",0,False,2047.576,0.71,False,0
credit,1,42,0,36,1,"[1, 24, 1, 0, 2325, 2, 4, 2, 2, 0, 3, 3, 32, 0, 2, 1, 3, 2, 0, 1]",0,1,"[1, 24, 1, 0, 2325, 2, 4, 2, 2, 0, 3, 3, 32, 0, 17, 1, 3, 2, 0, 1]",0,False,2022.712,0.71,False,0
credit,1,42,0,36,2,"[1, 24, 1, 0, 2325, 2, 4, 2, 2, 0, 3, 3, 32, 0, 2, 1, 3, 2, 0, 1]",0,1,"[1, 38, -15, 0, 2325, 2, 4, 2, 2, 0, 3, 3, 32, 0, 2, 1, 3, 2, 0, 1]",0,False,1584.953,0.71,False,0
credit,1,42,0,53,0,"[1, 24, 1, 2, 2828, 3, 3, 4, 2, 0, 4, 1, 22, 1, 2, 1, 3, 2, 1, 1]",0,1,"[1, 24, 1, 2, 2828, 3, 3, 4, 2, 0, 4, 1, 14, 1, 2, 1, 3, 2, 1, 1]",0,False,1662.778,0.71,False,0
credit,1,42,0,53,1,"[1, 24, 1, 2, 2828, 3, 3, 4, 2, 0, 4, 1, 22, 1, 2, 1, 3, 2, 1, 1]",0,1,"[1, 18, 1, 2, 2828, 3, 3, 4, 2, 0, 4, 1, 22, 1, 2, 1, 3, 2, 1, 1]",1,False,1705.493,0.71,False,0
credit,1,42,0,53,2,"[1, 24, 1, 2, 2828, 3, 3, 4, 2, 0, 4, 1, 22, 1, 2, 1, 3, 2, 1, 1]",0,1,"[1, 24, 1, 2, 2828, 3, 3, 4, 2, 0, 4, 1, 9, 1, 2, 1, 18, 2, 1, 1]",0,False,962.232,0.71,False,0
credit,1,42,0,54,0,"[1, 24, 1, 2, 2483, 3, 3, 4, 2, 0, 4, 1, 22, 1, 2, 1, 3, 2, 1, 1]",0,1,"[1, 19, 1, 2, 2483, 3, 3, 4, 2, 0, 4, 1, 22, 1, 2, 1, 3, 2, 1, 1]",1,False,2026.376,0.71,False,0
credit,1,42,0,54,1,"[1, 24, 1, 2, 2483, 3, 3, 4, 2, 0, 4, 1, 22, 1, 2, 1, 3, 2, 1, 1]",0,1,"[1, 24, 1, 2, 2483, 3, 3, 4, 2, 0, 4, 1, 6, 1, 2, 1, 3, 2, 1, 1]",0,False,2050.278,0.71,False,0
credit,1,42,0,54,2,"[1, 24, 1, 2, 2483, 3, 3, 4, 2, 0, 4, 1, 22, 1, 2, 1, 3, 2, 1, 1]",0,1,"[1, 24, 1, 2, 2483, 3, 3, 4, 2, 0, 4, 1, 22, 1, 2, 1, 3, 2, 1, 1]",0,False,968.427,0.71,False,0
