dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,run_time,blackbox_test_acc,opt_C_robust,opt_K_robust,blackbox,gower_dist,loss,sparsity
boston,0,42,2,4,0,"[0.01432, 100.0, 1.32, 0.0, 0.411, 6.816, 40.5, 8.3248, 5.0, 256.0, 15.1, 392.9, 3.95]",1,1,"[0.01432, 100.0, 1.32, 0.0, 0.411, 22.979, 40.5, 8.3248, 5.0, 256.0, 0.15438199999999824, 392.9, 3.95]",1,False,171.497,0.9108910891089108,False,0,rf,0.23205765641025644,1.1929519051282051,0.8461538461538461
boston,0,42,2,4,1,"[0.01432, 100.0, 1.32, 0.0, 0.411, 6.816, 40.5, 8.3248, 5.0, 256.0, 15.1, 392.9, 3.95]",1,1,"[0.01432, 100.0, 1.32, 0.0, 0.411, 6.40861, 40.5, 8.3248, 5.0, 256.0, 15.1, 392.9, 5.326223]",0,False,233.073,0.9108910891089108,False,0,rf,0.0066316553254437815,0.08023890458579881,0.8461538461538461
boston,0,42,2,4,2,"[0.01432, 100.0, 1.32, 0.0, 0.411, 6.816, 40.5, 8.3248, 5.0, 256.0, 15.1, 392.9, 3.95]",1,1,"[0.01432, 100.0, 1.32, 0.0, 0.411, 22.843855, 40.5, 8.3248, 5.0, 256.0, 15.1, 392.9, 3.95]",1,False,234.991,0.9108910891089108,False,0,rf,0.15411399038461543,1.1155185336538462,0.9230769230769231
boston,0,42,2,14,0,"[0.08187, 0.0, 2.89, 0.0, 0.445, 7.82, 36.9, 3.4952, 2.0, 276.0, 18.0, 393.53, 3.57]",1,1,"[0.08187, 0.0, 2.89, 0.0, 0.445, 6.298778, 36.9, 3.4952, 2.0, 276.0, 18.0, 393.53, 3.57]",0,False,215.067,0.9108910891089108,False,0,rf,0.014627134615384615,0.04577510576923077,0.9230769230769231
boston,0,42,2,14,1,"[0.08187, 0.0, 2.89, 0.0, 0.445, 7.82, 36.9, 3.4952, 2.0, 276.0, 18.0, 393.53, 3.57]",1,1,"[0.08187, 0.0, 2.89, 0.0, 0.445, 22.847797, 36.9, 3.4952, 2.0, 276.0, 18.0, 393.53, 3.57]",1,False,172.335,0.9108910891089108,False,0,rf,0.14449804807692307,1.1107105625,0.9230769230769231
boston,0,42,2,14,2,"[0.08187, 0.0, 2.89, 0.0, 0.445, 7.82, 36.9, 3.4952, 2.0, 276.0, 18.0, 393.53, 3.57]",1,1,"[0.08187, 0.0, 2.89, 0.0, 0.445, 6.380671, 36.9, 3.4952, 2.0, 276.0, 18.0, 393.53, 3.57]",0,False,187.651,0.9108910891089108,False,0,rf,0.013839701923076923,0.04538138942307693,0.9230769230769231
boston,0,42,2,35,0,"[0.02177, 82.5, 2.03, 0.0, 0.415, 7.61, 15.7, 6.27, 2.0, 348.0, 14.7, 395.38, 3.11]",1,1,"[0.02177, 82.5, 2.03, 0.0, 0.415, 22.87189, 15.7, 6.27, 2.0, 348.0, 14.7, 395.38, 3.11]",1,False,186.599,0.9108910891089108,False,0,rf,0.14674894230769234,1.1118360096153845,0.9230769230769231
boston,0,42,2,35,1,"[0.02177, 82.5, 2.03, 0.0, 0.415, 7.61, 15.7, 6.27, 2.0, 348.0, 14.7, 395.38, 3.11]",1,1,"[0.02177, 82.5, 2.03, 0.0, 0.415, 22.826, 15.7, 6.27, 2.0, 348.0, 14.7, 395.38, 3.11]",1,False,235.146,0.9108910891089108,False,0,rf,0.14630769230769233,1.1116153846153847,0.9230769230769231
boston,0,42,2,35,2,"[0.02177, 82.5, 2.03, 0.0, 0.415, 7.61, 15.7, 6.27, 2.0, 348.0, 14.7, 395.38, 3.11]",1,1,"[0.02177, 82.5, 2.03, 0.0, 0.415, 22.842, 15.7, 6.27, 2.0, 348.0, 14.7, 395.38, 3.11]",1,False,202.699,0.9108910891089108,False,0,rf,0.14646153846153848,1.1116923076923078,0.9230769230769231
boston,0,42,2,36,0,"[0.02009, 95.0, 2.68, 0.0, 0.4161, 8.034, 31.9, 5.118, 4.0, 224.0, 14.7, 390.55, 2.88]",1,1,"[0.02009, 95.0, 2.68, 0.0, 0.4161, 22.9, 31.9, 5.118, 4.0, 224.0, 14.7, 390.55, 2.88]",1,False,211.537,0.9108910891089108,False,0,rf,0.14294230769230767,1.1099326923076922,0.9230769230769231
