dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,run_time,blackbox_test_acc,opt_C_robust,opt_K_robust,blackbox,gower_dist,loss
adult,1,42,1,1,0,"[31, 1, 9, 4, 0, 1, 4, 0, 0, 0, 40, 30]",0,0,"[31, 1, 9, 4, 0, 1, 4, 0, 3394, 0, 40, 30]",0,False,1596.323,0.8249336870026526,False,0,rf,0.0028283616169495025,1.0430808474751414
adult,1,42,1,1,1,"[31, 1, 9, 4, 0, 1, 4, 0, 0, 0, 40, 30]",0,0,"[31, 1, 9, 4, 0, 1, 4, 0, 818, 0, 40, 30]",0,False,1003.095,0.8249336870026526,False,0,rf,0.0006816734834015006,1.0420075034083673
adult,1,42,1,1,2,"[31, 1, 9, 4, 0, 1, 4, 0, 0, 0, 40, 30]",0,0,"[31, 1, 9, 4, 0, 1, 4, 0, 4182, 0, 40, 30]",0,False,1749.323,0.8249336870026526,False,0,rf,0.0034850348503485036,1.043409184091841
adult,1,42,1,2,0,"[31, 2, 9, 0, 8, 1, 4, 0, 0, 0, 40, 30]",0,0,"[31, 2, 9, 0, 8, 1, 4, 0, 5756, 0, 40, 30]",0,False,2184.879,0.8249336870026526,False,0,rf,0.004796714633813004,1.0440650239835731
adult,1,42,1,2,1,"[31, 2, 9, 0, 8, 1, 4, 0, 0, 0, 40, 30]",0,0,"[31, 2, 9, 0, 8, 1, 4, 0, 4508, 0, 40, 30]",0,False,2071.975,0.8249336870026526,False,0,rf,0.0037567042337090036,1.0435450187835211
adult,1,42,1,2,2,"[31, 2, 9, 0, 8, 1, 4, 0, 0, 0, 40, 30]",0,0,"[31, 2, 9, 0, 8, 1, 4, 0, 3094, 0, 40, 30]",0,False,1964.894,0.8249336870026526,False,0,rf,0.0025783591169245023,1.042955846225129
adult,1,42,1,4,0,"[50, 2, 2, 3, 1, 4, 4, 1, 0, 0, 40, 30]",0,0,"[50, 2, 8, 3, 1, 4, 4, 1, 7443, 0, 47, 30]",1,False,1969.572,0.8249336870026526,False,0,rf,0.047869228692286915,0.14893461434614347
adult,1,42,1,4,1,"[50, 2, 2, 3, 1, 4, 4, 1, 0, 0, 40, 30]",0,0,"[50, 2, 2, 3, 1, 4, 4, 1, 604, 0, 40, 30]",0,False,1515.525,0.8249336870026526,False,0,rf,0.0005033383667170005,1.0419183358500252
adult,1,42,1,4,2,"[50, 2, 2, 3, 1, 4, 4, 1, 0, 0, 40, 30]",0,0,"[50, 2, -5, 3, 1, 4, 4, 1, 3367, 0, 40, 30]",0,False,1514.022,0.8249336870026526,False,0,rf,0.04447252805861392,1.1055695973626403
adult,1,42,1,5,0,"[42, 2, 12, 0, 8, 4, 4, 0, 8614, 0, 40, 30]",0,1,"[42, 2, 12, 0, 8, 4, 4, 0, 4950, 0, 40, 30]",0,False,1461.048,0.8249336870026526,False,0,rf,0.0030533638669720028,1.0431933486001526
adult,1,42,1,5,1,"[42, 2, 12, 0, 8, 4, 4, 0, 8614, 0, 40, 30]",0,1,"[42, 2, 12, 0, 8, 4, 4, 0, 3969, 0, 40, 30]",0,False,1333.106,0.8249336870026526,False,0,rf,0.0038708720420537537,1.0436021026876936
adult,1,42,1,5,2,"[42, 2, 12, 0, 8, 4, 4, 0, 8614, 0, 40, 30]",0,1,"[42, 2, 12, 0, 8, 4, 4, 0, 5696, 0, 40, 30]",0,False,1588.331,0.8249336870026526,False,0,rf,0.002431690983576502,1.0428825121584548
adult,1,42,1,6,0,"[49, 2, 13, 4, 2, 1, 4, 0, 0, 0, 56, 30]",0,1,"[47, 2, 13, 4, 2, 1, 4, 0, 0, 0, 56, 30]",0,False,1613.686,0.8249336870026526,False,0,rf,0.00228310502283105,1.042808219178082
adult,1,42,1,6,1,"[49, 2, 13, 4, 2, 1, 4, 0, 0, 0, 56, 30]",0,1,"[49, 2, 13, 4, 2, 1, 4, 0, 0, 0, 56, 30]",0,False,2093.51,0.8249336870026526,False,0,rf,0.0,1.0
adult,1,42,1,6,2,"[49, 2, 13, 4, 2, 1, 4, 0, 0, 0, 56, 30]",0,1,"[49, 2, 13, 4, 2, 1, 4, 0, 5384, 0, 56, 30]",1,False,1735.195,0.8249336870026526,False,0,rf,0.004486711533782004,0.04391002243355767
