dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,run_time,blackbox_test_acc,opt_C_robust,opt_K_robust,blackbox,gower_dist,loss
adult,1,42,3,0,0,"[45, 2, 11, 6, 2, 1, 4, 0, 0, 0, 45, 30]",0,0,"[45, 2, 11, 6, 2, 1, 4, 0, 0, 0, 45, 30]",0,False,2134.523,0.8218085106382979,False,0,rf,0.0,1.0
adult,1,42,3,0,1,"[45, 2, 11, 6, 2, 1, 4, 0, 0, 0, 45, 30]",0,0,"[45, 2, 11, 6, 2, 1, 4, 0, 3129, 0, 45, 30]",0,False,2149.931,0.8218085106382979,False,0,rf,0.0026075260752607523,1.042970429704297
adult,1,42,3,0,2,"[45, 2, 11, 6, 2, 1, 4, 0, 0, 0, 45, 30]",0,0,"[45, 2, 11, 6, 2, 1, 4, 0, 4047, 0, 45, 30]",0,False,2165.815,0.8218085106382979,False,0,rf,0.003372533725337253,1.0433529335293352
adult,1,42,3,1,0,"[54, 2, 9, 0, 12, 1, 4, 1, 0, 0, 40, 30]",0,0,"[54, 2, 9, 0, 12, 1, 4, 1, 0, 0, 40, 30]",0,False,2124.85,0.8218085106382979,False,0,rf,0.0,1.0
adult,1,42,3,1,1,"[54, 2, 9, 0, 12, 1, 4, 1, 0, 0, 40, 30]",0,0,"[54, 2, 9, 0, 12, 1, 4, 1, 2367, 0, 40, 30]",0,False,2140.09,0.8218085106382979,False,0,rf,0.001972519725197252,1.0426529265292652
adult,1,42,3,1,2,"[54, 2, 9, 0, 12, 1, 4, 1, 0, 0, 40, 30]",0,0,"[54, 2, 9, 0, 12, 1, 4, 1, 3795, 0, 40, 30]",0,False,2128.7,0.8218085106382979,False,0,rf,0.0031625316253162533,1.043247932479325
adult,1,42,3,3,0,"[35, 4, 12, 4, 3, 1, 4, 1, 0, 0, 40, 30]",0,0,"[35, 4, 12, 4, 3, 1, 4, 1, 5941, 0, 40, 30]",0,False,2186.102,0.8218085106382979,False,0,rf,0.004950882842161755,1.0441421080877475
adult,1,42,3,3,1,"[35, 4, 12, 4, 3, 1, 4, 1, 0, 0, 40, 30]",0,0,"[35, 4, 12, 4, 3, 1, 4, 1, 4907, 0, 40, 30]",0,False,2297.752,0.8218085106382979,False,0,rf,0.004089207558742254,1.0437112704460378
adult,1,42,3,3,2,"[35, 4, 12, 4, 3, 1, 4, 1, 0, 0, 40, 30]",0,0,"[35, 4, 12, 4, 3, 1, 4, 1, 9272, 0, 40, 30]",1,False,2296.219,0.8218085106382979,False,0,rf,0.007726743934106007,0.04553003863371967
adult,1,42,3,4,0,"[48, 2, 9, 4, 0, 4, 2, 0, 0, 0, 37, 30]",0,0,"[48, 2, -4, 4, 0, 4, 2, 0, 3086, 0, 37, 30]",0,False,2328.338,0.8218085106382979,False,0,rf,0.07995264476454289,1.1233096557156048
adult,1,42,3,4,1,"[48, 2, 9, 4, 0, 4, 2, 0, 0, 0, 37, 30]",0,0,"[48, 2, 9, 4, 0, 4, 2, 0, 3308, 0, 37, 30]",0,False,1798.085,0.8218085106382979,False,0,rf,0.002756694233609003,1.0430450137834713
adult,1,42,3,4,2,"[48, 2, 9, 4, 0, 4, 2, 0, 0, 0, 37, 30]",0,0,"[48, 2, 9, 4, 0, 4, 2, 0, 4917, 0, 37, 30]",0,False,1809.419,0.8218085106382979,False,0,rf,0.004097540975409754,1.0437154371543715
adult,1,42,3,6,0,"[26, 2, 10, 4, 3, 1, 4, 0, 0, 0, 38, 30]",0,0,"[26, 2, -4, 4, 3, 1, 4, 0, 7281, 0, 38, 30]",0,False,1487.679,0.8218085106382979,False,0,rf,0.0894008940089401,1.1280337803378033
adult,1,42,3,6,1,"[26, 2, 10, 4, 3, 1, 4, 0, 0, 0, 38, 30]",0,0,"[9, 2, 10, 4, 3, 1, 4, 0, 975, 0, 38, 30]",0,False,1031.218,0.8218085106382979,False,0,rf,0.020218900819145173,1.093442783742906
adult,1,42,3,6,2,"[26, 2, 10, 4, 3, 1, 4, 0, 0, 0, 38, 30]",0,0,"[26, 2, 10, 4, 3, 1, 4, 0, 5864, 0, 38, 30]",0,False,1169.896,0.8218085106382979,False,0,rf,0.004886715533822005,1.0441100244335777
