dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,run_time,blackbox_test_acc,opt_C_robust,opt_K_robust,blackbox,gower_dist,loss
garments,2,42,2,1,0,"[0.0, 1.0, 3.0, 10.0, 0.8, 11.41, 3660.0, 50.0, 0.0, 0.0, 0.0, 30.5]",1,1,"[0.0, 1.0, 3.0, 10.0, 17.084, 11.41, 3660.0, 46.384, 0.0, 0.0, 0.0, 30.5]",1,False,2209.617,0.7824267782426778,False,0,rf,1.8094170370370368,1.9880418518518517
garments,2,42,2,1,1,"[0.0, 1.0, 3.0, 10.0, 0.8, 11.41, 3660.0, 50.0, 0.0, 0.0, 0.0, 30.5]",1,1,"[0.0, 1.0, 3.0, 10.0, 17.052284, 11.41, 3660.0, 41.384, 0.0, 0.0, 0.0, 30.5]",1,False,2148.566,0.7824267782426778,False,0,rf,1.8060087777777778,1.9863377222222223
garments,2,42,2,1,2,"[0.0, 1.0, 3.0, 10.0, 0.8, 11.41, 3660.0, 50.0, 0.0, 0.0, 0.0, 30.5]",1,1,"[0.0, 1.0, 3.0, 10.0, 17.096639, 11.41, 3660.0, 41.384, 0.0, 0.0, 0.0, 30.5]",1,False,2214.154,0.7824267782426778,False,0,rf,1.810937111111111,1.9888018888888888
garments,2,42,2,2,0,"[0.0, 1.0, 3.0, 2.0, 0.75, 28.08, 6900.0, 45.0, 0.0, 0.0, 0.0, 57.5]",1,1,"[0.0, 1.0, 3.0, 2.0, 0.75, 28.08, 6900.0, 46.616, 0.0, 0.0, 0.0, 57.5]",1,False,2151.343,0.7824267782426778,False,0,rf,3.74074074074074e-05,1.0416853703703703
garments,2,42,2,2,1,"[0.0, 1.0, 3.0, 2.0, 0.75, 28.08, 6900.0, 45.0, 0.0, 0.0, 0.0, 57.5]",1,1,"[0.0, 1.0, 3.0, 2.0, 0.75, 28.08, 6900.0, 39.384, 0.0, 0.0, 0.0, 57.5]",1,False,2173.23,0.7824267782426778,False,0,rf,0.00013,1.0417316666666667
garments,2,42,2,2,2,"[0.0, 1.0, 3.0, 2.0, 0.75, 28.08, 6900.0, 45.0, 0.0, 0.0, 0.0, 57.5]",1,1,"[0.0, 1.0, 3.0, 2.0, 17.097407, 28.08, 6900.0, 48.616, 0.0, 0.0, 0.0, 57.5]",1,False,2177.502,0.7824267782426778,False,0,rf,1.8164622592592592,1.991564462962963
garments,2,42,2,3,0,"[0.0, 1.0, 3.0, 8.0, 0.7, 28.08, 6900.0, 44.0, 0.0, 0.0, 0.0, 57.5]",1,1,"[0.0, 1.0, 3.0, 8.0, 0.7, 28.08, 4718.384, 42.384, 0.0, 0.0, 0.0, 57.5]",1,False,1639.609,0.7824267782426778,False,0,rf,0.007051347736625514,1.0868590072016462
garments,2,42,2,3,1,"[0.0, 1.0, 3.0, 8.0, 0.7, 28.08, 6900.0, 44.0, 0.0, 0.0, 0.0, 57.5]",1,1,"[0.0, 1.0, 3.0, 8.0, 0.7, 28.08, 6900.0, 48.616, 0.0, 0.0, 0.0, 57.5]",1,False,2132.012,0.7824267782426778,False,0,rf,0.00010685185185185185,1.0417200925925927
garments,2,42,2,3,2,"[0.0, 1.0, 3.0, 8.0, 0.7, 28.08, 6900.0, 44.0, 0.0, 0.0, 0.0, 57.5]",1,1,"[0.0, 1.0, 3.0, 8.0, 0.7, 28.08, 6900.0, 43.384, 0.0, 0.0, 0.0, 57.5]",1,False,2113.383,0.7824267782426778,False,0,rf,1.4259259259259252e-05,1.0416737962962963
garments,2,42,2,6,0,"[0.0, 1.0, 1.0, 0.0, 0.8, 28.08, 6300.0, 50.0, 0.0, 0.0, 0.0, 56.5]",1,1,"[0.0, 1.0, 1.0, 0.0, 0.8, 28.08, 6300.0, 38.616, 0.0, 0.0, 0.0, 56.5]",1,False,1560.193,0.7824267782426778,False,0,rf,0.0002635185185185185,1.0417984259259259
