dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,run_time,blackbox_test_acc,opt_C_robust,opt_K_robust
adult,1,42,2,1,0,"[24, 2, 10, 2, 5, 0, 4, 1, 0, 0, 40, 30]",0,0,"[24, 2, 10, 2, 5, 0, 4, 1, 4787, 0, 40, 30]",1,False,2045.016,0.7904509283819628,False,0
adult,1,42,2,1,1,"[24, 2, 10, 2, 5, 0, 4, 1, 0, 0, 40, 30]",0,0,"[24, 2, 10, 2, 5, 0, 4, 1, 5178, 0, 40, 30]",1,False,1761.195,0.7904509283819628,False,0
adult,1,42,2,1,2,"[24, 2, 10, 2, 5, 0, 4, 1, 0, 0, 40, 30]",0,0,"[26, 2, 10, 2, 5, 0, 4, 1, 4386, 0, 40, 30]",1,False,2082.204,0.7904509283819628,False,0
adult,1,42,2,2,0,"[50, 2, 10, 0, 6, 1, 4, 1, 0, 0, 45, 30]",0,0,"[50, 2, 10, 0, 6, 1, 4, 1, 3086, 0, 45, 30]",0,False,1342.508,0.7904509283819628,False,0
adult,1,42,2,2,1,"[50, 2, 10, 0, 6, 1, 4, 1, 0, 0, 45, 30]",0,0,"[50, 2, -6, 0, 6, 1, 4, 1, 3142, 0, 45, 30]",0,False,2133.322,0.7904509283819628,False,0
adult,1,42,2,2,2,"[50, 2, 10, 0, 6, 1, 4, 1, 0, 0, 45, 30]",0,0,"[50, 2, 10, 0, 6, 1, 4, 1, 3526, 0, 45, 30]",0,False,2115.48,0.7904509283819628,False,0
adult,1,42,2,3,0,"[27, 2, 13, 4, 11, 4, 2, 0, 0, 0, 40, 30]",0,0,"[27, 2, 13, 4, 11, 4, 2, 0, 809, 0, 25, 30]",0,False,2112.395,0.7904509283819628,False,0
adult,1,42,2,3,1,"[27, 2, 13, 4, 11, 4, 2, 0, 0, 0, 40, 30]",0,0,"[27, 2, -3, 4, 11, 4, 2, 0, 2997, 0, 40, 30]",0,False,2125.952,0.7904509283819628,False,0
adult,1,42,2,3,2,"[27, 2, 13, 4, 11, 4, 2, 0, 0, 0, 40, 30]",0,0,"[27, 2, 13, 4, 11, 4, 2, 0, 5161, 0, 40, 30]",0,False,2194.347,0.7904509283819628,False,0
adult,1,42,2,4,0,"[24, 2, 9, 4, 1, 3, 4, 1, 0, 0, 40, 30]",0,0,"[24, 2, 9, 4, 1, 3, 4, 1, 3801, 0, 40, 30]",0,False,2224.845,0.7904509283819628,False,0
adult,1,42,2,4,1,"[24, 2, 9, 4, 1, 3, 4, 1, 0, 0, 40, 30]",0,0,"[33, 2, 9, 4, 1, 3, 4, 1, 3183, 0, 40, 30]",0,False,2142.609,0.7904509283819628,False,0
adult,1,42,2,4,2,"[24, 2, 9, 4, 1, 3, 4, 1, 0, 0, 40, 30]",0,0,"[24, 2, -4, 4, 1, 3, 4, 1, 3308, 0, 40, 30]",0,False,2143.087,0.7904509283819628,False,0
adult,1,42,2,5,0,"[36, 4, 13, 0, 8, 1, 2, 0, 0, 0, 40, 30]",0,1,"[36, 4, 13, 0, 8, 1, 2, 0, 611, 0, 25, 30]",0,False,2203.583,0.7904509283819628,False,0
adult,1,42,2,5,1,"[36, 4, 13, 0, 8, 1, 2, 0, 0, 0, 40, 30]",0,1,"[36, 4, 13, 0, 8, 1, 2, 0, 3120, 0, 23, 30]",0,False,2134.06,0.7904509283819628,False,0
adult,1,42,2,5,2,"[36, 4, 13, 0, 8, 1, 2, 0, 0, 0, 40, 30]",0,1,"[36, 4, 13, 0, 8, 1, 2, 0, 3195, 0, 40, 30]",0,False,2151.005,0.7904509283819628,False,0
