dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,opt_C_robust,opt_K_robust,run_time,blackbox_test_acc,blackbox,gower_dist,loss
compas,0,42,4,5,0,"[26, 1, 0, 5, 1, 0, 1, 0, 1, 0]",1,1,"[29.767564377479786, 1.0, 0.0, 5.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,0,1.414,0.8025,rf,0.004594590704243642,0.052297295352121825
compas,0,42,4,5,1,"[26, 1, 0, 5, 1, 0, 1, 0, 1, 0]",1,1,"[26.0, 1.0, 0.0, 1.30916957557633, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,0,1.406,0.8025,rf,0.0036908304244236707,0.05184541521221184
compas,0,42,4,5,2,"[26, 1, 0, 5, 1, 0, 1, 0, 1, 0]",1,1,"[29.485147556217676, 1.0, 0.0, 5.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,0,1.423,0.8025,rf,0.004250179946606922,0.052125089973303465
compas,0,42,4,5,3,"[26, 1, 0, 5, 1, 0, 1, 0, 1, 0]",1,1,"[28.9040891143745, 1.0, 0.0, 5.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,0,1.41,0.8025,rf,0.00354157209070061,0.051770786045350306
compas,0,42,4,5,4,"[26, 1, 0, 5, 1, 0, 1, 0, 1, 0]",1,1,"[26.0, 1.0, 0.0, 3.3779373116540556, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0,True,False,0,1.406,0.8025,rf,0.0016220626883459443,0.050811031344172974
compas,0,42,4,6,0,"[33, 1, 0, 0, 0, 0, 1, 1, 1, 37]",1,1,"[33.0, 1.0, 0.0, 0.7045093548683184, 0.0, 0.0, 1.0, 1.0, 1.0, 37.0]",0,True,False,0,1.384,0.8025,rf,0.0007045093548683185,0.05035225467743416
compas,0,42,4,6,1,"[33, 1, 0, 0, 0, 0, 1, 1, 1, 37]",1,1,"[33.0, 1.0, 0.0, 0.0, 0.9406488847419014, 0.0, 1.0, 1.0, 1.0, 37.0]",0,True,False,0,1.373,0.8025,rf,7.838740706182513e-05,0.05003919370353092
compas,0,42,4,6,2,"[33, 1, 0, 0, 0, 0, 1, 1, 1, 37]",1,1,"[33.0, 1.0, 0.0, 0.0, 1.3122457545873822, 0.0, 1.0, 1.0, 1.0, 37.0]",0,True,False,0,1.374,0.8025,rf,0.00010935381288228185,0.050054676906441144
compas,0,42,4,6,3,"[33, 1, 0, 0, 0, 0, 1, 1, 1, 37]",1,1,"[33.0, 1.0, 0.0, 0.0, 7.589776578406504, 0.0, 1.0, 1.0, 1.0, 37.0]",0,True,False,0,1.376,0.8025,rf,0.0006324813815338754,0.05031624069076694
compas,0,42,4,6,4,"[33, 1, 0, 0, 0, 0, 1, 1, 1, 37]",1,1,"[33.0, 1.0, 0.0, 0.0, 4.499727543073484, 0.0, 1.0, 1.0, 1.0, 37.0]",0,True,False,0,1.372,0.8025,rf,0.00037497729525612367,0.050187488647628065
compas,0,42,4,11,0,"[31, 1, 0, 15, 1, 0, 1, 0, 0, 135]",1,0,"[31.0, 1.0, 0.0, 9.643781069600221, 75.14070526229428, 0.0, 1.0, 0.0, 0.0, 135.0]",0,True,False,0,1.317,0.8025,rf,0.01153461103559097,0.10576730551779549
compas,0,42,4,11,1,"[31, 1, 0, 15, 1, 0, 1, 0, 0, 135]",1,0,"[39.38163171955766, 1.0, 0.0, 15.0, 0.0, 0.0, 1.0, 0.0, 0.0, 135.0]",0,True,False,0,1.305,0.8025,rf,0.010304835430354872,0.10515241771517744
compas,0,42,4,11,2,"[31, 1, 0, 15, 1, 0, 1, 0, 0, 135]",1,0,"[31.0, 1.0, 0.0, 9.046751596970246, 56.86082487993755, 0.0, 1.0, 0.0, 0.0, 135.0]",0,True,False,0,1.33,0.8025,rf,0.010608317143024551,0.10530415857151228
compas,0,42,4,11,3,"[31, 1, 0, 15, 1, 0, 1, 0, 0, 135]",1,0,"[37.153271539827756, 1.0, 0.0, 15.0, 0.0, 0.0, 1.0, 0.0, 0.0, 135.0]",0,True,False,0,1.314,0.8025,rf,0.00758732301605011,0.10379366150802506
compas,0,42,4,11,4,"[31, 1, 0, 15, 1, 0, 1, 0, 0, 135]",1,0,"[42.46665893237757, 1.0, 0.0, 15.0, 0.289699314718761, 0.0, 1.0, 0.0, 0.0, 135.0]",0,True,False,0,1.322,0.8025,rf,0.014042922129111936,0.10702146106455597
compas,0,42,4,17,0,"[22, 1, 0, 1, 0, 1, 1, 0, 1, 16]",1,0,"[31.40093839614945, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 16.0]",0,True,False,0,1.423,0.8025,rf,0.011464559019694452,0.05573227950984723
compas,0,42,4,17,1,"[22, 1, 0, 1, 0, 1, 1, 0, 1, 16]",1,0,"[25.984057090225473, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 16.0]",0,True,False,0,1.413,0.8025,rf,0.004858606207592041,0.052429303103796024
compas,0,42,4,17,2,"[22, 1, 0, 1, 0, 1, 1, 0, 1, 16]",1,0,"[27.162392419207638, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 16.0]",0,True,False,0,1.416,0.8025,rf,0.006295600511228828,0.053147800255614414
compas,0,42,4,17,3,"[22, 1, 0, 1, 0, 1, 1, 0, 1, 16]",1,0,"[33.79392584472561, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 16.0]",0,True,False,0,1.413,0.8025,rf,0.014382836396006838,0.05719141819800342
compas,0,42,4,17,4,"[22, 1, 0, 1, 0, 1, 1, 0, 1, 16]",1,0,"[39.58224168194021, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 16.0]",0,True,False,0,1.416,0.8025,rf,0.021441758148707576,0.06072087907435379
compas,0,42,4,19,0,"[25, 1, 2, 9, 1, 0, 1, 1, 1, 0]",1,1,"[35.41063616089726, 1.0, 2.0, 9.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,0,1.411,0.8025,rf,0.012695897757191783,0.05634794887859589
compas,0,42,4,19,1,"[25, 1, 2, 9, 1, 0, 1, 1, 1, 0]",1,1,"[25.0, 1.0, 2.0, 9.0, 69.64629096250242, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,0,1.401,0.8025,rf,0.005720524246875202,0.052860262123437605
compas,0,42,4,19,2,"[25, 1, 2, 9, 1, 0, 1, 1, 1, 0]",1,1,"[37.6429785853483, 1.0, 2.0, 9.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,0,1.404,0.8025,rf,0.01541826656749793,0.057709133283748965
compas,0,42,4,19,3,"[25, 1, 2, 9, 1, 0, 1, 1, 1, 0]",1,1,"[39.85742650315524, 1.0, 2.0, 9.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,0,1.404,0.8025,rf,0.0181188128087259,0.059059406404362955
compas,0,42,4,19,4,"[25, 1, 2, 9, 1, 0, 1, 1, 1, 0]",1,1,"[25.0, 1.0, 2.0, 9.0, 58.68479374736167, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,0,1.406,0.8025,rf,0.004807066145613472,0.05240353307280674
compas,0,42,4,22,0,"[19, 1, 0, 1, 10, 1, 1, 1, 1, 9]",1,0,"[23.818732477963373, 1.0, 0.0, 1.0, 10.0, 1.0, 1.0, 1.0, 1.0, 9.0]",0,True,False,0,1.41,0.8025,rf,0.005876503021906552,0.05293825151095328
compas,0,42,4,22,1,"[19, 1, 0, 1, 10, 1, 1, 1, 1, 9]",1,0,"[28.286935770043367, 1.0, 0.0, 1.0, 10.0, 1.0, 1.0, 1.0, 1.0, 9.0]",0,True,False,0,1.405,0.8025,rf,0.011325531426882156,0.05566276571344108
compas,0,42,4,22,2,"[19, 1, 0, 1, 10, 1, 1, 1, 1, 9]",1,0,"[26.311283187367273, 1.0, 0.0, 1.0, 10.0, 1.0, 1.0, 1.0, 1.0, 9.0]",0,True,False,0,1.403,0.8025,rf,0.00891619900898448,0.05445809950449224
compas,0,42,4,22,3,"[19, 1, 0, 1, 10, 1, 1, 1, 1, 9]",1,0,"[24.039611560608336, 1.0, 0.0, 1.0, 10.0, 1.0, 1.0, 1.0, 1.0, 9.0]",0,True,False,0,1.395,0.8025,rf,0.006145867756839434,0.05307293387841972
compas,0,42,4,22,4,"[19, 1, 0, 1, 10, 1, 1, 1, 1, 9]",1,0,"[28.334192855107347, 1.0, 0.0, 1.0, 10.0, 1.0, 1.0, 1.0, 1.0, 9.0]",0,True,False,0,1.423,0.8025,rf,0.011383162018423593,0.0556915810092118
compas,0,42,4,24,0,"[24, 1, 2, 8, 1, 0, 1, 0, 1, 12]",1,0,"[24.0, 1.0, 2.0, 0.5405207978291471, 1.0, 0.0, 1.0, 0.0, 1.0, 12.0]",0,True,False,0,1.411,0.8025,rf,0.007459479202170854,0.05372973960108543
compas,0,42,4,24,1,"[24, 1, 2, 8, 1, 0, 1, 0, 1, 12]",1,0,"[24.0, 1.0, 2.0, 8.0, 1.0, 0.0, 1.0, 0.0, 1.0, 40.62757428736937]",0,True,False,0,1.424,0.8025,rf,0.0023856311906141144,0.05119281559530706
compas,0,42,4,24,2,"[24, 1, 2, 8, 1, 0, 1, 0, 1, 12]",1,0,"[24.0, 1.0, 2.0, 8.0, 1.0, 0.0, 1.0, 0.0, 1.0, 59.251340173747835]",0,True,False,0,1.415,0.8025,rf,0.0039376116811456535,0.051968805840572826
compas,0,42,4,24,3,"[24, 1, 2, 8, 1, 0, 1, 0, 1, 12]",1,0,"[38.13465562910327, 1.0, 2.0, 8.0, 1.0, 0.0, 1.0, 0.0, 1.0, 12.0]",0,True,False,0,1.381,0.8025,rf,0.017237384913540574,0.05861869245677029
compas,0,42,4,24,4,"[24, 1, 2, 8, 1, 0, 1, 0, 1, 12]",1,0,"[42.97214961513848, 1.0, 2.0, 8.0, 1.0, 0.0, 1.0, 0.0, 1.0, 12.0]",0,True,False,0,1.391,0.8025,rf,0.023136767823339607,0.061568383911669806
compas,0,42,4,27,0,"[22, 1, 2, 4, 36, 0, 1, 0, 1, 14]",1,0,"[22.0, 1.0, 2.0, 0.0, 36.0, 0.0, 1.0, 0.0, 1.0, 14.0]",0,True,False,0,1.488,0.8025,rf,0.004,0.052000000000000005
compas,0,42,4,27,1,"[22, 1, 2, 4, 36, 0, 1, 0, 1, 14]",1,0,"[22.0, 1.0, 2.0, 0.0, 36.0, 0.0, 1.0, 0.0, 1.0, 14.0]",0,True,False,0,1.485,0.8025,rf,0.004,0.052000000000000005
compas,0,42,4,27,2,"[22, 1, 2, 4, 36, 0, 1, 0, 1, 14]",1,0,"[22.0, 1.0, 2.0, 0.0, 36.0, 0.0, 1.0, 0.0, 1.0, 14.0]",0,True,False,0,1.483,0.8025,rf,0.004,0.052000000000000005
compas,0,42,4,27,3,"[22, 1, 2, 4, 36, 0, 1, 0, 1, 14]",1,0,"[26.416826406499855, 1.0, 2.0, 4.0, 36.0, 0.0, 1.0, 0.0, 1.0, 14.0]",0,True,False,0,1.482,0.8025,rf,0.005386373666463238,0.05269318683323162
compas,0,42,4,27,4,"[22, 1, 2, 4, 36, 0, 1, 0, 1, 14]",1,0,"[31.76001760790485, 1.0, 2.0, 4.0, 36.0, 0.0, 1.0, 0.0, 1.0, 14.0]",0,True,False,0,1.475,0.8025,rf,0.01190246049744494,0.05595123024872247
compas,0,42,4,29,0,"[29, 0, 2, 10, 1, 0, 1, 0, 1, 7]",1,0,"[29.0, 0.0, 2.0, 10.0, 52.08397134134037, 0.0, 1.0, 0.0, 1.0, 7.0]",0,True,False,0,1.403,0.8025,rf,0.004256997611778365,0.052128498805889184
compas,0,42,4,29,1,"[29, 0, 2, 10, 1, 0, 1, 0, 1, 7]",1,0,"[29.0, 0.0, 2.0, 10.0, 45.34611328944874, 0.0, 1.0, 0.0, 1.0, 7.0]",0,True,False,0,1.414,0.8025,rf,0.0036955094407873953,0.0518477547203937
compas,0,42,4,29,2,"[29, 0, 2, 10, 1, 0, 1, 0, 1, 7]",1,0,"[29.0, 0.0, 2.0, 10.0, 45.97112419660087, 0.0, 1.0, 0.0, 1.0, 7.0]",0,True,False,0,1.425,0.8025,rf,0.0037475936830500727,0.05187379684152504
compas,0,42,4,29,3,"[29, 0, 2, 10, 1, 0, 1, 0, 1, 7]",1,0,"[29.0, 0.0, 2.0, 10.0, 85.1958179678324, 0.0, 1.0, 0.0, 1.0, 7.0]",0,True,False,0,1.399,0.8025,rf,0.007016318163986034,0.05350815908199302
compas,0,42,4,29,4,"[29, 0, 2, 10, 1, 0, 1, 0, 1, 7]",1,0,"[29.0, 0.0, 2.0, 10.0, 94.3802836925391, 0.0, 1.0, 0.0, 1.0, 7.0]",0,True,False,0,1.411,0.8025,rf,0.007781690307711592,0.053890845153855796
compas,0,42,4,30,0,"[20, 0, 0, 1, 0, 0, 0, 0, 0, 2]",1,1,"[23.91840879235787, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",0,True,False,0,1.45,0.8025,rf,0.0047785473077535,0.05238927365387675
compas,0,42,4,30,1,"[20, 0, 0, 1, 0, 0, 0, 0, 0, 2]",1,1,"[25.444214977258063, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",0,True,False,0,1.442,0.8025,rf,0.006639286557631786,0.053319643278815894
